0.02479275062842158;0.03497971594333649;[0.9771820030713723, -0.3760143522428294, 0.4664056605099427, 0.35867542808492914, -0.36023690897859373, 0.15360874858223195, 0.21694177630469014, -0.9042206484427739, -0.04148720422161767, 0.6229074647736161, -0.3358698627413492, 0.30156797650115585, -0.6340864513830311, -0.24334345759575338, 0.03484623466115333, 0.9591390020062238, 0.37089442998414235, 0.5480993176067004, 0.153250746342382, -0.6701680949800624, 0.07451863524260904, -0.7435591684765168, 0.5793152498030059, -0.8935632809344167]
0.024759133297881205;3.2834267616271973;[0.9772820472717285, -0.3759143650531769, 0.466305673122406, 0.35877540707588196, -0.36033689975738525, 0.1535087525844574, 0.2170417755842209, -0.9041206240653992, -0.041387204080820084, 0.6230074763298035, -0.3357698619365692, 0.30146798491477966, -0.6341864466667175, -0.24324345588684082, 0.03494623675942421, 0.9592390060424805, 0.3709944188594818, 0.5479993224143982, 0.153150737285614, -0.670068085193634, 0.0746186375617981, -0.743459165096283, 0.5792152285575867, -0.8936632871627808]
0.021476170898834735;3.4094862937927246;[0.9872837066650391, -0.3659156858921051, 0.45630699396133423, 0.36877408623695374, -0.37033557891845703, 0.14350858330726624, 0.22704194486141205, -0.8941189646720886, -0.03138703480362892, 0.633009135723114, -0.32577118277549744, 0.2914693057537079, -0.6441881060600281, -0.23324328660964966, 0.04494640603661537, 0.969240665435791, 0.3809930980205536, 0.5379976630210876, 0.14315056800842285, -0.6600664258003235, 0.08461880683898926, -0.7334575057029724, 0.5692135691642761, -0.9036649465560913]
0.018363780936216288;3.535545825958252;[0.9972853660583496, -0.3559170067310333, 0.44630831480026245, 0.3787727653980255, -0.3803342580795288, 0.13350841403007507, 0.2370421141386032, -0.8841173052787781, -0.021387049928307533, 0.6430107951164246, -0.31577250361442566, 0.2814706265926361, -0.6541897654533386, -0.2232431173324585, 0.054946575313806534, 0.9792423248291016, 0.39099177718162537, 0.5279960036277771, 0.1331503987312317, -0.6500647664070129, 0.09461897611618042, -0.7234558463096619, 0.5592119097709656, -0.9136666059494019]
0.01544263730194466;3.661604404449463;[1.0072870254516602, -0.34591832756996155, 0.4363096356391907, 0.3887714445590973, -0.3903329372406006, 0.12350824475288391, 0.24704228341579437, -0.8741156458854675, -0.011387066915631294, 0.6530124545097351, -0.3057738244533539, 0.27147194743156433, -0.6641914248466492, -0.21324294805526733, 0.0649467408657074, 0.9892439842224121, 0.40099045634269714, 0.5179943442344666, 0.12315022945404053, -0.6400631070137024, 0.10461914539337158, -0.7134541869163513, 0.549210250377655, -0.9236682653427124]
0.012731856233186364;3.787662982940674;[1.0172886848449707, -0.33591964840888977, 0.4263109564781189, 0.39877012372016907, -0.40033161640167236, 0.11350807547569275, 0.25704139471054077, -0.864113986492157, -0.0013870839029550552, 0.6630141139030457, -0.2957751452922821, 0.26147326827049255, -0.6741930842399597, -0.20324277877807617, 0.07494691014289856, 0.9992456436157227, 0.4109891355037689, 0.507992684841156, 0.11315006017684937, -0.6300614476203918, 0.11461931467056274, -0.7034525275230408, 0.5392085909843445, -0.933669924736023]
0.010248814019467267;3.9137215614318848;[1.0272903442382812, -0.325920969247818, 0.4163122773170471, 0.40876880288124084, -0.41033029556274414, 0.10350790619850159, 0.26704007387161255, -0.8541123270988464, 0.00861289817839861, 0.6730157732963562, -0.2857764661312103, 0.2514745891094208, -0.6841947436332703, -0.193242609500885, 0.08494707942008972, 1.0092473030090332, 0.4209878146648407, 0.4979916512966156, 0.1031498908996582, -0.6200597882270813, 0.1246194839477539, -0.6934508681297302, 0.5292069315910339, -0.9436715841293335]
0.008008953970364477;4.039782524108887;[1.0372920036315918, -0.3159222900867462, 0.40631359815597534, 0.4187674820423126, -0.4203289747238159, 0.09350773692131042, 0.2770387530326843, -0.8441106677055359, 0.018612880259752274, 0.6830174326896667, -0.27577778697013855, 0.24147462844848633, -0.6941964030265808, -0.18324244022369385, 0.09494724869728088, 1.0192489624023438, 0.4309864938259125, 0.4879929721355438, 0.09314972162246704, -0.6100581288337708, 0.13461965322494507, -0.6834492087364197, 0.5192052721977234, -0.953673243522644]
0.006025910613132191;4.165843963623047;[1.0472936630249023, -0.30592361092567444, 0.39631491899490356, 0.4287661612033844, -0.4303276538848877, 0.08350756764411926, 0.2870374321937561, -0.8341090083122253, 0.028612863272428513, 0.6930190920829773, -0.2657791078090668, 0.23147445917129517, -0.7041980624198914, -0.17324227094650269, 0.10494741797447205, 1.0292506217956543, 0.44098517298698425, 0.47799429297447205, 0.08314955234527588, -0.6000564694404602, 0.14461982250213623, -0.6734475493431091, 0.5092036128044128, -0.9636749029159546]
0.0043112331273876155;4.291905879974365;[1.057295322418213, -0.29592493176460266, 0.3863162398338318, 0.4387648403644562, -0.4403263330459595, 0.0735073983669281, 0.2970361113548279, -0.8241073489189148, 0.03861270844936371, 0.7030207514762878, -0.255780428647995, 0.221474289894104, -0.7141997218132019, -0.16324210166931152, 0.11494758725166321, 1.0392522811889648, 0.45098385214805603, 0.46799561381340027, 0.07314938306808472, -0.5900548100471497, 0.1546199917793274, -0.6634458899497986, 0.4992021918296814, -0.9736765623092651]
